 STN,YYYYMMDD,   SQ,   SP,    Q,   DR,   RH,  VVN,  VVX,   NG
  260,19950425,   85,   59, 1734,    0,   -1,   67,   75,    3
  260,19950426,  105,   72, 1947,    0,   -1,   56,   75,    4
  260,19950427,    8,    5,  682,    0,    0,   35,   80,    8
  260,19950428,   35,   24, 1196,    0,    0,   65,   82,    7
  260,19950429,   92,   62, 1806,    0,   -1,   58,   70,    5
  260,19950430,   20,   14,  797,   10,    1,   56,   62,    6
  260,19950501,  112,   75, 2023,    0,    0,   35,   60,    1
  260,19950502,  129,   86, 2298,    0,    0,   40,   70,    4
  260,19950503,  134,   89, 2352,    0,    0,   60,   70,    3
  260,19950504,  129,   86, 2192,    0,    0,   56,   60,    2
  260,19950505,  106,   70, 2092,    0,    0,   40,   60,    4
  260,19950506,  116,   76, 2229,    0,    0,    3,   65,    2
  260,19950507,  119,   78, 2326,    0,   -1,   56,   70,    4
  260,19950508,   45,   29, 1259,    7,   16,   50,   82,    6
  260,19950509,   14,    9,  946,   42,   37,   57,   80,    7
  260,19950510,   38,   25, 1343,    3,    8,   70,   80,    6
  260,19950511,   22,   14,  810,    5,    2,   70,   80,    7
  260,19950512,   12,    8, 1292,    0,   -1,   68,   81,    7
  260,19950513,   69,   44, 1682,    5,    2,   63,   82,    6
  260,19950514,  115,   74, 2103,    0,   -1,   75,   84,    3
  260,19950515,   68,   43, 1657,    9,    5,   59,   80,    6
  260,19950516,   31,   20, 1625,    0,    0,   59,   75,    7
  260,19950517,    3,    2,  523,  100,   94,   22,   62,    8
  260,19950518,    5,    3,  604,   58,   37,   40,   80,    6
  260,19950519,   93,   59, 1630,   20,  114,   45,   80,    4
  260,19950520,   72,   45, 1958,    3,    2,    0,   75,    4
  260,19950521,   90,   56, 2255,    0,    0,   63,   82,    4
  260,19950522,  125,   78, 2458,    0,    0,   59,   80,    4
  260,19950523,   64,   40, 2069,    0,    0,   50,   67,    7
  260,19950524,   67,   42, 1741,   51,   84,   30,   65,    5
  260,19950525,   21,   13, 1517,   44,  372,   20,   75,    7
  260,19950526,   66,   41, 1835,   29,   23,   25,   75,    5
  260,19950527,   43,   27, 1744,    0,    0,   56,   75,    4
  260,19950528,   43,   26, 1200,   65,  185,   25,   80,    6
  260,19950529,   64,   39, 2043,    3,    4,   30,   80,    5
  260,19950530,   81,   50, 2058,    0,    0,   56,   75,    4
  260,19950531,   65,   40, 2215,    0,   -1,    0,   81,    6
  260,19950601,   84,   51, 2089,    0,   -1,   50,   65,    4
  260,19950602,   52,   32, 1328,    0,   -1,   35,   75,    5
  260,19950603,   27,   16, 1592,   28,    6,   18,   65,    7
  260,19950604,   28,   17, 1194,   65,   87,    9,   70,    7
  260,19950605,   70,   42, 2116,    4,    1,   15,   80,    6
  260,19950606,    1,    1,  873,    0,   -1,   56,   80,    7
  260,19950607,   24,   14,  722,   68,   61,   10,   75,    6
  260,19950608,   65,   39, 1771,   30,   11,   58,   80,    5
  260,19950609,    2,    1,  666,  138,  130,   25,   80,    8
  260,19950610,   24,   14, 1254,   70,  100,   33,   75,    7
  260,19950611,   13,    8, 1337,   49,  114,   25,   75,    7
  260,19950612,   16,   10, 1089,   10,    4,   58,   80,    7
  260,19950613,   92,   55, 2155,    0,    0,   58,   82,    4
  260,19950614,    2,    1,  683,   24,    4,   58,   75,    8
  260,19950615,    0,    0,  579,  114,   69,   30,   80,    8
  260,19950616,    0,    0,  676,   55,   26,   20,   75,    7
  260,19950617,    1,    1,  567,  115,   62,   25,   75,    8
  260,19950618,   76,   45, 2190,   10,    6,   40,   80,    5
  260,19950619,  128,   76, 2725,    0,    0,   58,   80,    2
  260,19950620,   65,   39, 2089,    0,    0,   25,   65,    5
  260,19950621,   64,   38, 1972,    0,    0,   28,   80,    5
  260,19950622,  100,   60, 2073,    0,   -1,   75,   83,    4
  260,19950623,   41,   24, 1461,    0,    0,   60,   80,    5
  260,19950624,   43,   26, 1960,    0,   -1,   60,   80,    6
  260,19950625,  134,   80, 2838,    0,    0,   57,   82,    3
  260,19950626,  112,   67, 2580,    0,    0,    8,   75,    3
  260,19950627,  150,   90, 2798,    0,    0,   56,   80,    2
  260,19950628,  155,   93, 2783,    0,    0,   65,   81,    1
  260,19950629,  155,   93, 2915,    0,    0,   60,   82,    1
  260,19950630,  155,   93, 2860,    0,    0,   50,   80,    1
  260,19950701,  101,   61, 2388,    0,    0,   40,   80,    4
  260,19950702,   79,   47, 2201,    0,    0,   56,   80,    6
  260,19950703,    6,    4,  454,   43,  110,   10,   70,    7
  260,19950704,   74,   45, 1759,    0,   -1,   60,   78,    6
  260,19950705,   96,   58, 2155,    0,    0,   30,   70,    4
  260,19950706,   72,   43, 1977,    0,    0,   45,   65,    4
  260,19950707,  105,   63, 2170,    0,    0,   26,   63,    3
  260,19950708,  125,   76, 2403,    0,    0,   50,   59,    2
  260,19950709,  103,   62, 2288,    3,    5,   45,   60,    3
  260,19950710,  135,   82, 2476,    0,    0,   25,   65,    1
  260,19950711,   93,   57, 2200,    0,    0,   56,   64,    3
  260,19950712,   43,   26, 1564,    0,    0,   25,   56,    4
  260,19950713,  140,   85, 2553,    0,    0,   35,   77,    2
  260,19950714,   87,   53, 2076,   25,   87,   25,   70,    6
  260,19950715,   73,   45, 1915,    7,    2,   57,   75,    6
  260,19950716,   89,   55, 1837,    5,   47,   50,   80,    5
  260,19950717,   19,   12, 1377,    2,    4,   60,   80,    6
  260,19950718,    2,    1,  465,   61,   74,   15,   62,    8
  260,19950719,    1,    1,  778,    0,    0,   40,   62,    7
  260,19950720,   85,   53, 2085,    0,    0,    1,   57,    2
  260,19950721,   84,   52, 2123,   19,   59,    2,   65,    3
  260,19950722,   94,   59, 2329,    0,    0,   60,   81,    4
  260,19950723,  103,   64, 1967,    0,    0,   80,   81,    2
  260,19950724,  114,   72, 2366,    0,    0,   65,   80,    3
  260,19950725,  148,   93, 2670,    0,    0,   62,   81,    0
  260,19950726,  108,   68, 2362,    0,   -1,   50,   80,    3
  260,19950727,   22,   14,  907,   38,   74,   20,   63,    7
  260,19950728,   52,   33, 1660,    0,    0,   20,   59,    5
  260,19950729,   61,   39, 1556,    0,    0,   12,   72,    2
  260,19950730,  119,   76, 2317,    0,    0,   15,   80,    2
  260,19950731,  129,   83, 2361,    0,    0,   65,   80,    1
  260,19950801,  136,   88, 2410,    0,    0,   70,   82,    0
  260,19950802,  145,   94, 2533,    0,    0,   75,   81,    1
  260,19950803,  121,   78, 2150,    0,    0,   40,   80,    2
  260,19950804,   80,   52, 1918,    0,    0,   56,   81,    4
  260,19950805,  139,   91, 2504,    0,    0,   56,   80,    1
  260,19950806,   94,   62, 2090,    0,    0,    2,   70,    5
  260,19950807,   16,   11,  958,    0,   -1,   75,   82,    7
  260,19950808,   96,   63, 1955,    0,    0,   80,   82,    4
  260,19950809,  139,   92, 2336,    0,    0,   70,   83,    2
  260,19950810,  137,   91, 2378,    0,    0,   65,   82,    1
  260,19950811,  140,   94, 2307,    0,    0,   72,   80,    1
  260,19950812,  122,   82, 2178,    0,    0,   57,   75,    2
  260,19950813,   22,   15, 1268,    0,   -1,   31,   80,    6
  260,19950814,   60,   41, 1448,    0,    0,   70,   82,    4
  260,19950815,   96,   65, 1825,    0,    0,   45,   75,    3
  260,19950816,   85,   58, 1938,    0,    0,    1,   80,    5
  260,19950817,  116,   79, 1958,    0,    0,   60,   80,    2
  260,19950818,  115,   79, 2044,    0,    0,   40,   80,    1
  260,19950819,   99,   68, 1876,    0,    0,   62,   70,    1
  260,19950820,  115,   80, 2008,    0,    0,   57,   80,    2
  260,19950821,  110,   77, 2027,    0,    0,   30,   78,    2
  260,19950822,   90,   63, 1734,    0,    0,    2,   64,    3
  260,19950823,  101,   71, 1842,    0,    0,    2,   60,    3
  260,19950824,   91,   64, 1653,    0,    0,   40,   81,    5
  260,19950825,   32,   23,  898,   32,   54,   26,   75,    7
  260,19950826,   51,   36, 1425,   41,   22,   45,   82,    7
  260,19950827,   22,   16,  956,   38,   40,   35,   82,    6
  260,19950828,   54,   39, 1277,   44,   47,   60,   80,    6
  260,19950829,   37,   27, 1072,   20,   15,   63,   80,    6
  260,19950830,   92,   67, 1813,   12,   14,   63,   84,    5
  260,19950831,   59,   43, 1404,    7,    2,   60,   82,    5
  260,19950901,  117,   86, 1947,    0,    0,   72,   82,    4
  260,19950902,    5,    4,  662,   31,   26,   56,   80,    8
  260,19950903,   37,   27, 1140,    0,   -1,    1,   80,    5
  260,19950904,   50,   37, 1146,   15,   18,   60,   80,    5
  260,19950905,   46,   34, 1150,    4,    4,   30,   75,    6
  260,19950906,   39,   29, 1148,    6,    7,   62,   80,    5
  260,19950907,   16,   12,  673,   44,   40,   40,   70,    8
  260,19950908,    0,    0,  247,   88,   50,   34,   80,    8
  260,19950909,   46,   35,  902,    0,   -1,   59,   80,    5
  260,19950910,   38,   29, 1153,   20,    5,   60,   80,    7
  260,19950911,   24,   18,  682,   53,   54,   50,   70,    6
  260,19950912,   59,   46, 1192,    0,   -1,   35,   75,    5
  260,19950913,   20,   16,  830,    0,   -1,   30,   63,    6
  260,19950914,   68,   53, 1113,    0,    0,    2,   75,    3
  260,19950915,   18,   14,  965,    5,    2,   59,   65,    7
  260,19950916,   48,   38, 1338,    4,    1,   57,   75,    5
  260,19950917,   32,   25, 1109,    0,    0,   62,   75,    5
  260,19950918,   67,   53, 1159,    0,    0,   50,   75,    5
  260,19950919,   79,   63, 1382,    0,    0,   18,   62,    4
  260,19950920,   58,   47,  905,    4,    1,   25,   80,    3
  260,19950921,   27,   22,  755,    6,   13,   50,   80,    6
  260,19950922,   22,   18,  579,    0,   -1,   56,   75,    6
  260,19950923,    8,    7,  534,   13,    8,   34,   80,    7
  260,19950924,   39,   32,  839,   66,   63,   35,   70,    7
  260,19950925,   70,   58, 1186,    0,   -1,   68,   80,    6
  260,19950926,    0,    0,  167,  138,  244,   23,   70,    8
  260,19950927,   37,   31,  690,  129,  201,   20,   80,    6
  260,19950928,   49,   41,  735,   62,   97,   58,   80,    4
  260,19950929,   59,   50,  848,   37,   61,   65,   80,    4
  260,19950930,   22,   19,  539,   36,   63,    3,   75,    6
  260,19951001,   19,   16,  318,   52,   46,   11,   75,    6
  260,19951002,   51,   44, 1010,    0,    0,   60,   75,    5
  260,19951003,   24,   21,  565,   19,   19,   30,   65,    7
  260,19951004,   64,   56,  945,   15,   41,   50,   80,    6
  260,19951005,   29,   25,  655,   13,    5,   40,   80,    5
  260,19951006,   80,   71, 1095,    0,    0,   58,   81,    5
  260,19951007,   14,   12,  426,   14,   22,   30,   75,    7
  260,19951008,   93,   83, 1111,    0,    0,    8,   70,    3
  260,19951009,   77,   69, 1003,    0,    0,   50,   68,    4
  260,19951010,   36,   33,  761,    0,    0,    1,   57,    4
  260,19951011,   11,   10,  461,    0,    0,    0,   40,    8
  260,19951012,   33,   30,  631,    0,   -1,    0,   43,    5
  260,19951013,   12,   11,  354,    0,   -1,    1,   35,    5
  260,19951014,   87,   81,  926,    0,    0,   19,   57,    2
  260,19951015,   55,   51,  762,    0,    0,    2,   50,    5
  260,19951016,   15,   14,  406,    0,   -1,    0,   56,    6
  260,19951017,   30,   28,  546,   15,    4,   20,   40,    7
  260,19951018,   27,   26,  552,    0,   -1,   35,   81,    5
  260,19951019,   27,   26,  588,    0,    0,   58,   80,    7
  260,19951020,    4,    4,  207,   11,    6,   50,   81,    6
  260,19951021,   26,   25,  596,    0,    0,   65,   84,    4
  260,19951022,   78,   76,  913,    0,    0,   63,   80,    5
  260,19951023,   91,   89,  824,    0,    0,   38,   63,    2
  260,19951024,   90,   89,  808,    0,    0,   45,   75,    0
  260,19951025,   52,   52,  665,    6,   12,   65,   80,    4
  260,19951026,   14,   14,  375,   13,   14,   35,   70,    7
  260,19951027,    4,    4,  125,   37,   14,   22,   75,    7
  260,19951028,   63,   64,  666,    0,    0,   70,   80,    4
  260,19951029,   89,   90,  755,    0,    0,   56,   75,    1
  260,19951030,   75,   77,  700,    0,    0,    1,   67,    4
  260,19951031,   53,   55,  615,   11,   19,    1,   56,    6
  260,19951101,    0,    0,  154,   21,   12,    8,   80,    6
  260,19951102,   44,   46,  562,   13,    2,   60,   80,    6
  260,19951103,   31,   33,  413,   48,   18,   59,   80,    6
  260,19951104,   65,   69,  620,    7,    1,   80,   83,    3
  260,19951105,   85,   90,  718,    0,    0,   78,   80,    3
  260,19951106,   53,   57,  524,    0,    0,   58,   80,    6
  260,19951107,    0,    0,   74,   29,   11,    0,   61,    8
  260,19951108,    8,    9,  195,    7,    4,    4,   58,    8
  260,19951109,    0,    0,  121,    0,   -1,   12,   57,    7
  260,19951110,   20,   22,  283,    5,    1,   16,   58,    7
  260,19951111,   29,   32,  424,    5,    1,   50,   70,    7
  260,19951112,   73,   81,  569,    0,    0,   57,   80,    3
  260,19951113,   64,   72,  473,    0,    0,   20,   56,    4
  260,19951114,   10,   11,  216,   22,    5,    3,   60,    8
  260,19951115,    4,    5,  105,   47,   25,   18,   65,    7
  260,19951116,    3,    3,  180,   31,   40,   18,   82,    7
  260,19951117,    5,    6,  229,   34,   63,   56,   80,    7
  260,19951118,   41,   47,  343,   25,   20,   56,   80,    5
  260,19951119,   10,   12,  238,   87,  164,   58,   80,    7
  260,19951120,   75,   87,  505,    0,    0,   60,   80,    2
  260,19951121,   72,   84,  459,    0,    0,   65,   80,    4
  260,19951122,    0,    0,  121,   21,    5,    7,   75,    7
  260,19951123,   39,   46,  330,    0,   -1,    1,   68,    7
  260,19951124,    0,    0,  169,    0,    0,   62,   68,    6
  260,19951125,   58,   69,  390,    0,    0,   58,   65,    4
  260,19951126,   25,   30,  298,    0,    0,   58,   70,    6
  260,19951127,    0,    0,  200,    0,    0,   57,   75,    6
  260,19951128,   38,   46,  351,    0,    0,    1,   65,    5
  260,19951129,    0,    0,   99,    0,   -1,    0,   22,    8
  260,19951130,    0,    0,  112,    0,   -1,   14,   59,    6
  260,19951201,    0,    0,   57,    0,    0,   33,   60,    7
  260,19951202,    0,    0,   65,    0,   -1,    5,   40,    6
  260,19951203,    0,    0,   72,    0,   -1,   15,   58,    7
  260,19951204,   15,   19,  201,    0,    0,   30,   64,    3
  260,19951205,   62,   78,  337,    0,   -1,   59,   72,    5
  260,19951206,   18,   23,  236,    0,   -1,   56,   60,    7
  260,19951207,   22,   28,  221,    0,   -1,   40,   58,    5
  260,19951208,   67,   85,  343,    0,    0,   13,   56,    4
  260,19951209,    3,    4,   94,    0,   -1,    3,   47,    8
  260,19951210,    0,    0,  103,    0,   -1,    1,    7,    8
  260,19951211,    0,    0,   87,   11,    2,    2,   35,    7
  260,19951212,   37,   47,  265,    0,   -1,    2,   63,    7
  260,19951213,    0,    0,   98,    1,    2,   30,   62,    5
  260,19951214,   18,   23,  189,    0,   -1,   56,   80,    7
  260,19951215,    5,    6,  116,    0,    0,   56,   75,    6
  260,19951216,   61,   79,  293,    0,    0,   32,   58,    2
  260,19951217,    5,    6,  164,    0,   -1,    2,   45,    6
  260,19951218,    0,    0,   72,   45,   14,    1,   50,    7
  260,19951219,    0,    0,   63,    0,   -1,    0,   50,    8
  260,19951220,    2,    3,  104,   80,  105,    1,   65,    6
  260,19951221,    0,    0,   99,   30,    4,    1,   65,    7
  260,19951222,    0,    0,   25,   93,  149,    1,   63,    8
  260,19951223,    0,    0,   48,   45,   29,   35,   59,    8
  260,19951224,   49,   63,  311,    0,    0,   57,   75,    3
  260,19951225,    5,    6,   97,   11,    3,    1,   75,    6
  260,19951226,    0,    0,  148,   13,    5,   35,   80,    3
  260,19951227,   66,   85,  501,    0,    0,   28,   65,    0
  260,19951228,   66,   85,  420,    0,    0,   28,   68,    0
  260,19951229,   66,   85,  388,    0,    0,   56,   75,    1
  260,19951230,   50,   64,  264,    0,    0,   65,   80,    5
  260,19951231,    0,    0,   76,   13,    3,    9,   62,    8
  260,19960101,    0,    0,   66,    6,    2,    8,   30,    8
  260,19960102,   20,   26,  209,    0,   -1,   18,   45,    6
  260,19960103,   51,   65,  301,    0,   -1,   35,   58,    6
  260,19960104,   28,   36,  248,    0,    0,   25,   65,    7
  260,19960105,   46,   58,  317,    0,    0,   61,   66,    5
  260,19960106,   38,   48,  262,    0,   -1,   50,   65,    5
  260,19960107,    2,    3,   76,   71,   40,   18,   59,    5
  260,19960108,   14,   18,  201,    0,    0,    2,   70,    5
  260,19960109,    0,    0,   67,   34,   24,   59,   70,    8
  260,19960110,    0,    0,   76,    7,    3,   10,   65,    7
  260,19960111,    5,    6,  160,    5,    2,   50,   68,    7
  260,19960112,   31,   38,  285,    0,   -1,   62,   75,    6
  260,19960113,   27,   33,  260,    0,    0,   65,   72,    6
  260,19960114,   41,   50,  325,    0,    0,   16,   68,    3
  260,19960115,   55,   67,  351,    0,    0,   50,   60,    3
  260,19960116,    0,    0,  176,    0,    0,    0,   45,    7
  260,19960117,    0,    0,  133,    0,    0,    0,   30,    8
  260,19960118,    0,    0,   83,    0,    0,    2,   35,    8
  260,19960119,    0,    0,   64,    0,    0,    2,   37,    8
  260,19960120,    0,    0,  105,    0,    0,   43,   60,    8
  260,19960121,   12,   14,  295,    0,    0,   48,   59,    7
  260,19960122,   65,   76,  432,    0,    0,   45,   57,    2
  260,19960123,   32,   37,  391,    0,    0,   46,   59,    5
  260,19960124,   28,   32,  298,    0,    0,   45,   63,    7
  260,19960125,   77,   89,  461,    0,    0,   58,   65,    1
  260,19960126,    0,    0,  133,    0,   -1,   35,   65,    8
  260,19960127,    2,    2,  191,    0,   -1,   38,   57,    6
  260,19960128,   79,   89,  573,    0,    0,   45,   70,    3
  260,19960129,   79,   89,  524,    0,    0,   50,   65,    1
  260,19960130,   80,   89,  569,    0,    0,   50,   61,    0
  260,19960131,   80,   89,  630,    0,    0,   50,   63,    0
  260,19960201,   81,   89,  617,    0,    0,   57,   61,    0
  260,19960202,    3,    3,  161,    0,   -1,   38,   59,    6
  260,19960203,    4,    4,  224,   10,    1,   28,   63,    8
  260,19960204,   50,   54,  576,    0,   -1,   50,   75,    6
  260,19960205,   34,   37,  473,    0,   -1,   57,   65,    4
  260,19960206,   82,   88,  694,    0,    0,   57,   67,    3
  260,19960207,   15,   16,  210,    0,   -1,   58,   61,    7
  260,19960208,   43,   45,  468,    0,   -1,   57,   60,    6
  260,19960209,    0,    0,  280,    0,    0,   20,   61,    7
  260,19960210,   16,   17,  208,   33,   17,   12,   65,    7
  260,19960211,    0,    0,   68,   85,   82,   45,   65,    8
  260,19960212,    7,    7,  152,  116,  189,   39,   75,    8
  260,19960213,    0,    0,   80,    5,    1,    9,   50,    8
  260,19960214,    0,    0,  109,    0,   -1,   40,   58,    8
  260,19960215,    1,    1,  343,   22,    4,   37,   60,    8
  260,19960216,   10,   10,  184,   35,   14,   10,   65,    6
  260,19960217,   13,   13,  343,    7,    2,   60,   70,    7
  260,19960218,   17,   17,  329,  111,  179,   30,   75,    8
  260,19960219,    0,    0,  245,   84,   55,    6,   65,    8
  260,19960220,    0,    0,  255,    0,   -1,   50,   80,    7
  260,19960221,   95,   92, 1004,    0,    0,   75,   81,    2
  260,19960222,   61,   59,  769,   10,   10,   57,   80,    6
  260,19960223,   39,   37,  761,    0,    0,   40,   63,    7
  260,19960224,    3,    3,  268,    8,    6,   56,   65,    8
  260,19960225,    0,    0,  234,   51,   20,   58,   75,    8
  260,19960226,    8,    8,  411,   62,   42,    1,   75,    7
  260,19960227,   35,   33,  725,    0,    0,    1,   66,    5
  260,19960228,    7,    6,  426,   20,    6,    2,   50,    6
  260,19960229,   35,   32,  738,    0,   -1,    0,   70,    7
  260,19960301,    8,    7,  389,    3,    1,   40,   75,    5
  260,19960302,   28,   26,  666,   40,   13,   17,   80,    6
  260,19960303,   37,   34,  657,   17,    3,    8,   75,    5
  260,19960304,    0,    0,  234,   44,   21,    6,   62,    8
  260,19960305,    0,    0,  193,   12,    3,   48,   70,    8
  260,19960306,    7,    6,  363,    9,    2,   25,   75,    7
  260,19960307,   10,    9,  360,    0,   -1,   56,   70,    6
  260,19960308,  103,   91, 1204,    0,    0,   50,   60,    0
  260,19960309,  105,   92, 1248,    0,    0,   50,   60,    0
  260,19960310,  103,   90, 1296,    0,    0,   40,   62,    0
  260,19960311,   39,   34,  941,    0,    0,   56,   80,    2
  260,19960312,  107,   92, 1323,    0,    0,   58,   75,    0
  260,19960313,   96,   82, 1279,    0,    0,   56,   60,    1
  260,19960314,   93,   79, 1262,    0,    0,   32,   58,    2
  260,19960315,   38,   32,  970,    0,    0,   35,   57,    4
  260,19960316,   22,   19,  694,    0,    0,   32,   56,    6
  260,19960317,    0,    0,  307,    0,    0,   28,   56,    8
  260,19960318,    0,    0,  502,    0,    0,   26,   40,    8
  260,19960319,    2,    2,  393,    0,    0,   25,   40,    8
  260,19960320,   89,   73, 1266,    0,    0,    9,   40,    4
  260,19960321,   24,   20,  678,   34,   11,   25,   57,    6
  260,19960322,    0,    0,  296,    0,   -1,   13,   40,    8
  260,19960323,    0,    0,  316,   12,    2,    8,   65,    8
  260,19960324,    0,    0,  463,    0,    0,    5,   59,    8
  260,19960325,   85,   68, 1391,    0,    0,   11,   59,    6
  260,19960326,    0,    0,  293,    0,    0,   11,   75,    7
  260,19960327,  115,   91, 1757,    0,    0,   75,   82,    2
  260,19960328,   14,   11,  751,   29,   19,   42,   80,    6
  260,19960329,   60,   47, 1025,   11,   10,   63,   80,    4
  260,19960330,   65,   51, 1253,    6,    3,   60,   82,    3
  260,19960331,   47,   37,  947,   35,   20,   15,   82,    5
  260,19960401,  120,   93, 1905,    0,    0,   59,   84,    1
  260,19960402,   69,   53, 1179,    4,    2,   20,   80,    3
  260,19960403,  111,   85, 1676,    0,    0,   30,   67,    1
  260,19960404,  115,   88, 1849,    0,    0,   50,   75,    1
  260,19960405,   96,   73, 1725,    0,   -1,   58,   80,    4
  260,19960406,   14,   11,  720,    0,    0,   45,   60,    6
  260,19960407,   51,   38, 1280,    0,    0,   10,   56,    4
  260,19960408,    7,    5,  648,    0,   -1,   21,   65,    6
  260,19960409,    8,    6,  855,    0,    0,   25,   59,    7
  260,19960410,    3,    2,  642,   55,   20,   25,   56,    8
  260,19960411,    0,    0,  162,  110,   55,    6,   72,    8
  260,19960412,  111,   81, 1952,    0,    0,   72,   81,    6
  260,19960413,  103,   75, 1844,    0,    0,   63,   80,    3
  260,19960414,  108,   78, 1983,    0,    0,   45,   70,    1
  260,19960415,  129,   93, 2087,    0,    0,   61,   75,    2
  260,19960416,  110,   79, 2024,    0,    0,   62,   72,    3
  260,19960417,   83,   59, 1757,    0,    0,   61,   75,    5
  260,19960418,   43,   31, 1449,    0,    0,   16,   75,    5
  260,19960419,   61,   43, 1719,    0,    0,   60,   75,    6
  260,19960420,   69,   49, 1648,    0,    0,   58,   80,    6
  260,19960421,  128,   90, 2211,    0,    0,   75,   81,    2
  260,19960422,   66,   46, 1657,    0,    0,   57,   80,    4
  260,19960423,   33,   23, 1078,    6,    1,   70,   80,    6
  260,19960424,   80,   55, 1385,    8,    3,   63,   82,    4
  260,19960425,   95,   66, 1859,    0,    0,   60,   81,    3
  260,19960426,   65,   45, 1610,    0,    0,   30,   68,    4
  260,19960427,   96,   66, 1795,    0,    0,    2,   70,    3
  260,19960428,   82,   56, 1849,    0,   -1,   56,   81,    5
  260,19960429,   43,   29, 1455,    0,    0,   70,   80,    7
  260,19960430,   65,   44, 1792,    0,    0,   64,   80,    5
  260,19960501,   26,   17, 1214,   12,    5,   57,   65,    8
  260,19960502,   26,   17,  858,    0,   -1,   16,   60,    7
  260,19960503,    1,    1,  350,   32,   40,   12,   62,    8
  260,19960504,   44,   29, 1427,    0,   -1,   60,   80,    6
  260,19960505,   37,   24, 1283,    0,   -1,   73,   80,    4
  260,19960506,   96,   63, 2148,    0,    0,   65,   81,    3
  260,19960507,  143,   94, 2469,    0,    0,   45,   81,    2
  260,19960508,   96,   63, 1976,    0,    0,   68,   80,    3
  260,19960509,  101,   66, 2064,    0,   -1,   70,   80,    4
  260,19960510,    2,    1,  630,   20,    3,   62,   80,    8
  260,19960511,    0,    0,  585,    0,   -1,   50,   65,    8
  260,19960512,    0,    0,  509,    0,   -1,   50,   75,    8
  260,19960513,    0,    0,  652,    0,   -1,   40,   80,    8
  260,19960514,    0,    0,  768,    0,   -1,   50,   75,    8
  260,19960515,   35,   22, 1172,    0,   -1,   70,   80,    6
  260,19960516,   73,   46, 1912,   40,   23,   60,   80,    6
  260,19960517,    0,    0,  691,   10,   24,   20,   65,    8
  260,19960518,   22,   14,  839,    0,   -1,   25,   62,    7
  260,19960519,   66,   42, 1560,    0,   -1,   62,   81,    6
  260,19960520,  134,   84, 2464,    0,    0,   58,   82,    3
  260,19960521,   76,   48, 1978,   24,   45,   59,   80,    4
  260,19960522,   16,   10, 1166,   39,   25,   35,   70,    7
  260,19960523,   15,    9,  933,   66,   40,   30,   70,    8
  260,19960524,    9,    6,  963,   58,   48,   45,   65,    8
  260,19960525,   35,   22,  933,   78,  116,   20,   80,    7
  260,19960526,   58,   36, 1726,   20,    7,   30,   68,    6
  260,19960527,   10,    6,  543,   43,   43,   33,   81,    7
  260,19960528,  107,   66, 2407,    0,   -1,   80,   82,    5
  260,19960529,   34,   21, 1520,    0,   -1,   60,   80,    7
  260,19960530,   96,   59, 2269,    0,    0,   50,   75,    6
  260,19960531,  122,   75, 2480,    0,    0,   65,   80,    4
  260,19960601,   92,   56, 2252,    0,    0,   64,   82,    5
  260,19960602,   84,   51, 2423,   15,   21,   40,   82,    6
  260,19960603,  117,   71, 2647,    0,    0,   56,   80,    3
  260,19960604,   70,   42, 1784,    0,    0,   64,   80,    5
  260,19960605,  151,   91, 2703,    0,    0,   56,   80,    2
  260,19960606,  138,   83, 2689,    0,    0,   57,   80,    3
  260,19960607,  115,   69, 2504,    0,    0,   50,   80,    2
  260,19960608,   56,   34, 1454,   23,   60,   26,   75,    6
  260,19960609,   23,   14,  709,    0,   -1,   13,   75,    6
  260,19960610,   93,   56, 2251,    0,   -1,   28,   65,    3
  260,19960611,  137,   82, 2791,    8,   24,   45,   80,    3
  260,19960612,   93,   56, 2314,    0,   -1,   63,   84,    3
  260,19960613,  139,   83, 2626,    0,    0,   65,   82,    2
  260,19960614,   46,   28, 1605,    0,    0,   75,   82,    4
  260,19960615,  145,   87, 2892,    0,    0,   73,   80,    3
  260,19960616,  152,   91, 2953,    0,    0,   35,   80,    3
  260,19960617,  143,   85, 2877,    0,    0,   40,   81,    3
  260,19960618,   85,   51, 2317,    0,    0,   40,   84,    5
  260,19960619,    5,    3,  849,    0,   -1,   72,   80,    7
  260,19960620,   51,   30, 1787,    0,   -1,   75,   82,    6
  260,19960621,   55,   33, 1426,   18,    8,   63,   82,    6
  260,19960622,    9,    5, 1034,   15,    8,   65,   80,    7
  260,19960623,    8,    5,  782,    6,    3,   65,   80,    8
  260,19960624,    5,    3,  769,   19,    9,   62,   80,    7
  260,19960625,    0,    0,  658,    0,   -1,   56,   80,    8
  260,19960626,   58,   35, 1981,    0,    0,   50,   70,    6
  260,19960627,   42,   25, 1289,    8,    2,    9,   75,    7
  260,19960628,   24,   14, 1244,   23,   11,   56,   81,    7
  260,19960629,   11,    7,  762,   74,  144,   19,   70,    8
  260,19960630,    6,    4,  986,   10,   91,   50,   75,    8
  260,19960701,   28,   17, 1366,   26,   19,   50,   82,    7
  260,19960702,   75,   45, 1870,    2,    7,   60,   80,    6
  260,19960703,   17,   10, 1211,   28,   28,   56,   80,    7
  260,19960704,   70,   42, 1586,   44,   63,   28,   81,    5
  260,19960705,   15,    9, 1102,   20,   34,   56,   80,    7
  260,19960706,   34,   21,  947,   49,   84,   22,   80,    6
  260,19960707,   85,   51, 1729,   11,    2,   37,   80,    3
