 STN,YYYYMMDD,   SQ,   SP,    Q,   DR,   RH,  VVN,  VVX,   NG
  260,20160229,   97,   90, 1165,    0,    0,   50,   80,    1
  260,20160301,    0,    0,  273,   75,   61,   32,   61,    8
  260,20160302,   36,   33,  652,   55,   68,   50,   78,    7
  260,20160303,   74,   67, 1006,    7,    8,   56,   81,    5
  260,20160304,    5,    5,  169,   95,  125,    1,   70,    7
  260,20160305,   37,   33,  770,    3,    2,    1,   80,    5
  260,20160306,   25,   22,  650,   19,   17,   19,   70,    7
  260,20160307,   46,   41,  831,   15,   25,   14,   82,    6
  260,20160308,   52,   46,  889,    0,   -1,   22,   80,    7
  260,20160309,   44,   39,  858,    0,    0,   63,   80,    8
  260,20160310,   88,   77, 1209,    0,    0,   50,   70,    7
  260,20160311,   95,   83, 1300,    0,    0,   12,   59,    3
  260,20160312,  103,   89, 1386,    0,    0,   20,   69,    0
  260,20160313,  100,   86, 1459,    0,    0,   50,   75,    1
  260,20160314,  102,   87, 1476,    0,    0,   56,   80,    7
  260,20160315,   17,   14,  427,    0,    0,   25,   67,    7
  260,20160316,   95,   80, 1399,    0,    0,   58,   80,    1
  260,20160317,  102,   86, 1525,    0,    0,   44,   75,    1
  260,20160318,    0,    0,  321,    0,   -1,   22,   75,    8
  260,20160319,    0,    0,  583,    0,    0,   68,   78,    8
  260,20160320,   23,   19,  731,   19,    7,   29,   80,    8
  260,20160321,    0,    0,  438,   11,   12,   57,   71,    8
  260,20160322,    9,    7,  579,    1,    1,   58,   75,    7
  260,20160323,   28,   23,  800,   12,    3,   56,   75,    8
  260,20160324,    0,    0,  459,    4,    1,   37,   62,    8
  260,20160325,   17,   14,  468,   87,   44,    1,   72,    6
  260,20160326,  102,   81, 1626,    0,    0,    1,   83,    7
  260,20160327,   36,   29,  890,   51,   73,   58,   82,    7
  260,20160328,   62,   49, 1161,   12,    9,   68,   81,    7
  260,20160329,   38,   30,  700,   58,   83,   50,   81,    7
  260,20160330,   80,   63, 1394,    5,   12,   50,   82,    8
  260,20160331,   15,   12,  939,    0,    0,   63,   80,    8
  260,20160401,  104,   80, 1836,    0,    0,   56,   80,    6
  260,20160402,   14,   11,  960,    0,   -1,   58,   77,    8
  260,20160403,   61,   47, 1302,   33,   97,   50,   83,    7
  260,20160404,   51,   39, 1040,   28,   63,   57,   83,    7
  260,20160405,   20,   15,  751,   41,   14,   57,   80,    7
  260,20160406,   21,   16,  627,   26,   41,   44,   81,    6
  260,20160407,   57,   43, 1145,   24,   41,   61,   82,    5
  260,20160408,   24,   18,  779,   25,   22,    4,   82,    7
  260,20160409,   83,   62, 1593,    0,    0,    2,   82,    8
  260,20160410,  106,   78, 1993,   25,   17,   33,   81,    3
  260,20160411,  127,   93, 2081,    0,   -1,   67,   80,    3
  260,20160412,   67,   49, 1612,   21,   30,    2,   82,    5
  260,20160413,   80,   58, 1628,    0,    0,    1,   83,    6
  260,20160414,   77,   56, 1625,    0,    0,    9,   77,    7
  260,20160415,   16,   12,  736,  108,  101,   50,   75,    8
  260,20160416,   51,   37, 1362,   20,    7,   60,   81,    7
  260,20160417,   84,   60, 1474,   25,   43,    4,   82,    4
  260,20160418,   67,   48, 1475,    0,   -1,    4,   82,    5
  260,20160419,   87,   62, 1720,    0,    0,   64,   80,    6
  260,20160420,  114,   80, 2274,    0,    0,   60,   75,    3
  260,20160421,  127,   89, 2331,    0,    0,   66,   82,    4
  260,20160422,   46,   32, 1614,    0,    0,   61,   81,    8
  260,20160423,   74,   51, 1693,   30,   30,   59,   83,    6
  260,20160424,   94,   65, 1739,   11,   22,   64,   82,    6
  260,20160425,   17,   12,  776,   33,   41,   50,   75,    7
  260,20160426,   41,   28, 1150,   49,  119,   37,   80,    8
  260,20160427,   69,   47, 1601,   27,   28,   61,   82,    8
  260,20160428,   97,   66, 1726,    9,   10,   65,   83,    6
  260,20160429,   14,    9, 1051,   47,  100,   28,   81,    8
  260,20160430,   58,   39, 1663,    0,    0,   60,   82,    7
  260,20160501,  119,   80, 2523,    0,    0,    2,   83,    3
  260,20160502,  105,   70, 2203,    1,    1,   18,   81,    8
  260,20160503,  127,   85, 2381,   18,   35,    7,   81,    3
  260,20160504,  102,   68, 2059,    0,    0,    1,   83,    5
  260,20160505,  138,   91, 2676,    0,    0,   65,   83,    7
  260,20160506,  140,   92, 2601,    0,    0,   65,   81,    7
  260,20160507,  142,   93, 2653,    0,    0,   65,   83,    4
  260,20160508,  142,   93, 2663,    0,    0,   77,   83,    0
  260,20160509,  131,   85, 2586,    0,    0,   77,   83,    4
  260,20160510,    9,    6, 1247,    0,   -1,   68,   83,    8
  260,20160511,   83,   54, 1986,    0,   -1,   60,   83,    7
  260,20160512,  137,   88, 2432,    0,    0,   73,   82,    3
  260,20160513,  135,   87, 2685,    0,    0,   67,   81,    5
  260,20160514,   62,   40, 1734,    0,   -1,   69,   82,    6
  260,20160515,   73,   47, 1883,    1,    1,   70,   83,    6
  260,20160516,   42,   27, 1511,    5,    3,   65,   83,    7
  260,20160517,   67,   43, 1647,    0,    0,   60,   80,    5
  260,20160518,   30,   19, 1322,    3,    4,   57,   79,    7
  260,20160519,   10,    6, 1156,    4,    2,   31,   78,    8
  260,20160520,   10,    6,  870,   10,    5,   29,   81,    8
  260,20160521,   44,   28, 1797,    0,   -1,   56,   83,    8
  260,20160522,    2,    1,  672,  102,  153,   36,   75,    8
  260,20160523,    1,    1,  579,  158,  184,   37,   70,    8
  260,20160524,   15,    9, 1516,    0,   -1,   57,   73,    8
  260,20160525,    2,    1,  619,    4,    1,   15,   70,    8
  260,20160526,   68,   42, 2018,    0,    0,    3,   66,    6
  260,20160527,   71,   44, 1855,    0,    0,   31,   70,    6
  260,20160528,   73,   45, 1912,    0,   -1,   18,   66,    5
  260,20160529,   18,   11,  922,    6,    4,   48,   81,    7
  260,20160530,    0,    0,  499,   32,   66,   36,   60,    8
  260,20160531,   67,   41, 1726,    0,    0,    1,   83,    6
  260,20160601,   57,   35, 1726,    4,   15,    2,   77,    7
  260,20160602,    0,    0,  622,    0,   -1,   40,   63,    8
  260,20160603,   35,   21, 1160,    0,   -1,   12,   64,    8
  260,20160604,   81,   49, 2095,    1,    5,    1,   81,    6
  260,20160605,  150,   91, 2874,    0,    0,   64,   81,    1
  260,20160606,  146,   88, 2955,    0,    0,   36,   80,    4
  260,20160607,   81,   49, 2438,    0,   -1,   64,   82,    7
  260,20160608,   64,   39, 2180,    0,    0,   60,   78,    8
  260,20160609,  150,   90, 2959,    0,    0,   62,   80,    5
  260,20160610,   81,   49, 2421,    0,   -1,   65,   81,    8
  260,20160611,   28,   17, 1518,   44,   13,   62,   79,    8
  260,20160612,    8,    5, 1111,   26,   33,   32,   80,    8
  260,20160613,   14,    8, 1192,   15,   26,   17,   75,    8
  260,20160614,   21,   13, 1170,   49,  224,    4,   75,    8
  260,20160615,   39,   23, 1511,   19,   62,   57,   75,    8
  260,20160616,   77,   46, 2111,   38,   26,    8,   82,    6
  260,20160617,   23,   14, 1328,   52,   40,   23,   80,    8
  260,20160618,   47,   28, 1559,   11,   11,    7,   75,    8
  260,20160619,   63,   38, 1973,    0,   -1,   61,   81,    7
  260,20160620,    2,    1,  429,   90,  182,   45,   74,    8
  260,20160621,   18,   11,  899,   19,   39,    5,   70,    8
  260,20160622,   97,   58, 2151,    0,    0,   49,   80,    6
  260,20160623,   40,   24, 1647,   55,  495,    9,   75,    7
  260,20160624,   49,   29, 1394,    3,    7,   56,   80,    6
  260,20160625,   32,   19, 1149,   25,   14,    9,   75,    6
  260,20160626,   56,   33, 1267,   24,  190,   19,   81,    6
  260,20160627,   38,   23, 1050,   20,   23,   28,   83,    8
  260,20160628,   47,   28, 2039,   13,   50,    4,   81,    7
  260,20160629,   39,   23, 1690,   30,   16,   57,   81,    8
  260,20160630,   13,    8,  860,   32,   76,   30,   75,    8
  260,20160701,    3,    2,  816,   17,   22,   57,   75,    8
  260,20160702,   96,   58, 2224,    9,   15,   62,   80,    5
  260,20160703,   79,   47, 1872,   39,  178,   22,   81,    6
  260,20160704,  132,   79, 2559,    0,    0,   13,   81,    4
  260,20160705,   36,   22, 1107,   12,   19,   43,   80,    6
  260,20160706,  122,   74, 2504,   15,    5,   61,   83,    6
  260,20160707,   73,   44, 2082,    0,    0,   11,   82,    8
  260,20160708,   21,   13,  973,   25,   47,   50,   80,    7
  260,20160709,   51,   31, 1800,    0,    0,   45,   83,    7
  260,20160710,   76,   46, 2320,    0,    0,   62,   82,    8
  260,20160711,   62,   38, 1663,    0,    0,   72,   82,    6
  260,20160712,   49,   30, 1551,   38,   99,   50,   80,    7
  260,20160713,   39,   24, 1261,   18,   42,   60,   83,    6
  260,20160714,   78,   48, 1921,    0,    0,   60,   82,    5
  260,20160715,  105,   64, 2270,    0,    0,   65,   83,    6
  260,20160716,   16,   10, 1143,    0,    0,   65,   75,    8
  260,20160717,   77,   47, 2018,    0,   -1,   35,   81,    6
  260,20160718,  134,   83, 2749,    0,    0,    1,   83,    2
  260,20160719,  149,   92, 2714,    0,    0,   65,   83,    0
  260,20160720,  110,   68, 2308,    0,    0,   69,   82,    3
  260,20160721,  113,   70, 2368,    0,    0,   50,   82,    5
  260,20160722,   46,   29, 1734,   36,  117,   10,   75,    7
  260,20160723,   69,   43, 1911,    0,    0,   50,   80,    6
  260,20160724,   49,   31, 1635,    0,    0,   28,   80,    7
  260,20160725,   38,   24, 1123,    3,    5,   57,   81,    8
  260,20160726,   66,   42, 1494,    0,    0,    6,   83,    7
  260,20160727,   31,   20, 1230,   63,   64,   37,   78,    8
  260,20160728,   49,   31, 1863,    6,    5,   16,   79,    7
  260,20160729,   19,   12, 1083,    9,   38,   41,   75,    8
  260,20160730,   12,    8,  909,   29,   72,   28,   75,    8
  260,20160731,   59,   38, 1608,    6,    2,   50,   82,    6
  260,20160801,   84,   54, 1883,   11,   68,   58,   83,    7
  260,20160802,    1,    1,  614,  121,   83,   30,   70,    8
  260,20160803,   26,   17,  929,   62,   19,   32,   75,    7
  260,20160804,   50,   33, 1096,    0,   -1,   58,   80,    7
  260,20160805,  106,   69, 2066,    0,    0,   60,   82,    6
  260,20160806,   75,   49, 1601,   20,   64,   33,   83,    4
  260,20160807,   34,   22,  974,    0,    0,   58,   75,    6
  260,20160808,   68,   45, 1840,    6,    1,   56,   81,    7
  260,20160809,   73,   48, 1692,   29,   74,   17,   81,    7
  260,20160810,  107,   71, 1881,   15,   13,   50,   83,    5
  260,20160811,    0,    0,  529,  123,   96,   23,   70,    8
  260,20160812,   40,   27, 1047,   23,   16,   32,   80,    5
  260,20160813,   28,   19, 1130,    0,    0,   56,   80,    7
  260,20160814,   41,   28, 1464,    0,    0,   50,   83,    6
  260,20160815,  123,   84, 2178,    0,    0,   10,   82,    4
  260,20160816,  131,   89, 2302,    0,    0,   65,   83,    4
  260,20160817,  133,   91, 2456,    0,    0,   59,   83,    0
  260,20160818,  132,   91, 2361,    0,    0,   59,   82,    1
  260,20160819,   49,   34, 1298,   17,   34,   41,   78,    5
  260,20160820,   76,   53, 1653,    6,   54,   60,   81,    5
  260,20160821,   44,   31,  962,   56,  145,   57,   75,    7
  260,20160822,   41,   29,  894,   57,   32,   26,   83,    6
  260,20160823,  130,   91, 2173,    0,    0,   65,   82,    3
  260,20160824,  130,   92, 2187,    0,    0,   65,   82,    1
  260,20160825,  130,   92, 2118,    0,    0,   59,   81,    3
  260,20160826,  114,   81, 1904,    0,    0,   47,   81,    5
  260,20160827,   97,   69, 1823,    4,   11,   50,   82,    6
  260,20160828,   76,   55, 1371,    3,    4,    1,   81,    6
  260,20160829,   57,   41, 1279,    3,    2,   13,   81,    6
  260,20160830,  124,   90, 1992,    0,    0,    6,   82,    3
  260,20160831,  112,   82, 1981,    0,    0,    5,   81,    4
  260,20160901,   62,   45, 1137,    0,    0,    7,   82,    7
  260,20160902,   42,   31, 1301,   14,   10,    4,   80,    8
  260,20160903,   49,   36, 1371,    9,   10,   50,   81,    8
  260,20160904,   33,   25,  994,    9,   28,   57,   80,    7
  260,20160905,   80,   60, 1255,    0,   -1,   56,   82,    6
  260,20160906,   58,   44, 1217,    0,    0,    2,   80,    5
  260,20160907,  122,   92, 1881,    0,    0,    4,   83,    1
  260,20160908,  122,   92, 1765,    0,    0,   58,   82,    1
  260,20160909,  112,   85, 1606,    0,    0,    4,   80,    1
  260,20160910,  105,   80, 1740,    0,    0,   50,   82,    5
  260,20160911,   25,   19,  963,   19,   12,   56,   75,    8
  260,20160912,  115,   89, 1733,    0,    0,   23,   83,    1
  260,20160913,  116,   90, 1663,    0,    0,   60,   81,    0
  260,20160914,  115,   90, 1664,    0,    0,   50,   80,    0
  260,20160915,   92,   72, 1526,   10,   42,   57,   80,    4
  260,20160916,   32,   25,  673,    6,   12,   31,   80,    8
  260,20160917,   16,   13,  835,    0,    0,   57,   80,    7
  260,20160918,   59,   47, 1189,    0,    0,   58,   82,    6
  260,20160919,   15,   12,  798,    0,    0,   15,   83,    7
  260,20160920,   53,   43, 1114,    0,    0,   18,   83,    6
  260,20160921,   86,   70, 1367,    0,    0,   63,   83,    8
  260,20160922,   53,   43, 1059,    0,    0,    4,   75,    6
  260,20160923,   97,   80, 1462,    0,   -1,    1,   82,    4
  260,20160924,   99,   82, 1436,    0,    0,   64,   83,    6
  260,20160925,   75,   62, 1212,   13,   35,   50,   81,    3
  260,20160926,   42,   35,  979,    0,    0,    2,   81,    6
  260,20160927,   98,   82, 1431,    0,    0,    3,   82,    4
  260,20160928,   78,   66, 1198,    0,   -1,   65,   77,    7
  260,20160929,    3,    3,  291,   17,   27,   50,   72,    8
  260,20160930,   54,   46,  989,    0,   -1,   63,   81,    7
  260,20161001,   35,   30,  779,    5,   10,   38,   77,    6
  260,20161002,   31,   27,  620,   32,  107,   58,   75,    6
  260,20161003,   95,   82, 1124,    0,   -1,   65,   82,    3
  260,20161004,   56,   49,  896,    0,    0,   59,   82,    4
  260,20161005,  102,   89, 1339,    0,    0,   70,   83,    0
  260,20161006,   54,   48,  938,    0,    0,   65,   82,    5
  260,20161007,   30,   27,  568,    0,    0,   69,   80,    7
  260,20161008,   38,   34,  856,    0,   -1,   63,   83,    8
  260,20161009,   69,   62,  932,    5,    4,    2,   83,    5
  260,20161010,   64,   58,  952,    0,    0,    2,   83,    7
  260,20161011,    9,    8,  461,    0,   -1,    3,   75,    6
  260,20161012,   16,   15,  467,    0,    0,   68,   75,    8
  260,20161013,   19,   17,  509,    0,    0,   63,   80,    8
  260,20161014,   43,   40,  809,   34,   47,   34,   73,    8
  260,20161015,   14,   13,  264,   59,   41,   21,   64,    7
  260,20161016,   97,   91, 1051,    0,   -1,   61,   77,    5
  260,20161017,   43,   41,  607,    4,    2,   29,   70,    5
  260,20161018,   29,   28,  350,   37,  117,   20,   70,    6
  260,20161019,   57,   54,  703,   43,  134,   56,   75,    7
  260,20161020,    0,    0,  293,   28,    9,   31,   70,    5
  260,20161021,   46,   44,  681,    4,    2,    1,   75,    7
  260,20161022,   21,   20,  486,    0,    0,    1,   70,    6
  260,20161023,   90,   88,  914,    0,    0,    1,   73,    4
  260,20161024,    8,    8,  373,    0,    0,   36,   61,    8
  260,20161025,    0,    0,  262,    0,    0,   16,   61,    8
  260,20161026,   43,   43,  518,    0,   -1,    2,   58,    7
  260,20161027,   11,   11,  323,    0,    0,    3,   70,    8
  260,20161028,    0,    0,  140,    0,   -1,   50,   70,    8
  260,20161029,   72,   73,  659,    0,    0,    2,   77,    3
  260,20161030,   50,   51,  594,    0,    0,    2,   65,    7
  260,20161031,   81,   83,  749,    0,    0,    0,   74,    5
  260,20161101,    6,    6,  248,    6,    2,    1,   70,    7
  260,20161102,   57,   59,  636,   22,   42,    3,   75,    6
  260,20161103,   45,   47,  486,    6,    6,    5,   75,    8
  260,20161104,   12,   13,  273,   33,   27,   40,   75,    8
  260,20161105,   30,   32,  391,   35,   31,    3,   75,    6
  260,20161106,   30,   32,  365,   37,   51,    7,   75,    6
  260,20161107,    3,    3,  156,   19,   17,    9,   70,    8
  260,20161108,   27,   29,  402,   14,   15,    7,   67,    6
  260,20161109,    0,    0,  128,   88,   37,   45,   59,    8
  260,20161110,    2,    2,  200,   97,  139,    9,   64,    8
  260,20161111,   70,   77,  602,    9,    2,   16,   61,    4
  260,20161112,   43,   48,  422,   17,    8,   23,   60,    8
  260,20161113,    0,    0,  127,   48,   17,    4,   56,    6
  260,20161114,    0,    0,  191,   68,   39,    2,   56,    7
  260,20161115,    0,    0,   80,  118,   35,    8,   56,    8
  260,20161116,   31,   35,  254,   67,   56,    3,   75,    8
  260,20161117,   13,   15,  258,   79,  120,   56,   74,    8
  260,20161118,   14,   16,  265,   13,    7,   65,   75,    7
  260,20161119,   35,   41,  385,    0,   -1,   70,   75,    7
  260,20161120,    0,    0,   93,   41,   46,   59,   81,    8
  260,20161121,    1,    1,  187,   54,   49,   59,   75,    8
  260,20161122,   41,   48,  383,    0,    0,   78,   83,    8
  260,20161123,    5,    6,  164,    0,    0,    7,   65,    8
  260,20161124,   40,   48,  359,    0,    0,   60,   80,    8
  260,20161125,   73,   87,  484,    0,    0,   62,   83,    6
  260,20161126,   52,   63,  396,    0,    0,   38,   63,    7
  260,20161127,   21,   25,  258,    0,   -1,   14,   75,    6
  260,20161128,   71,   86,  466,    0,    0,   65,   82,    0
  260,20161129,   71,   87,  552,    0,    0,   40,   80,    0
  260,20161130,   35,   43,  248,    0,    0,   57,   70,    8
  260,20161201,   12,   15,  162,    0,   -1,   59,   75,    8
  260,20161202,    5,    6,  172,   21,    9,    3,   75,    5
  260,20161203,   37,   46,  291,    0,    0,    9,   80,    4
  260,20161204,   70,   87,  450,    0,    0,   49,   78,    0
  260,20161205,   67,   84,  393,    0,    0,   56,   74,    2
  260,20161206,   68,   85,  404,    0,    0,   33,   60,    6
  260,20161207,    6,    8,  152,    0,    0,   58,   73,    8
  260,20161208,   20,   25,  213,    5,    1,   56,   80,    8
  260,20161209,    0,    0,   78,    0,    0,   11,   60,    8
  260,20161210,    0,    0,   28,   72,   49,    7,   61,    8
  260,20161211,   15,   19,  172,   28,   17,   50,   70,    7
  260,20161212,    0,    0,  135,    0,    0,    1,   66,    7
  260,20161213,    0,    0,   56,    3,    1,    9,   68,    8
  260,20161214,   17,   22,  220,    0,    0,    1,   58,    8
  260,20161215,    0,    0,   64,    0,    0,    4,   59,    8
  260,20161216,   25,   32,  228,    0,    0,   56,   61,    7
  260,20161217,    0,    0,   59,    0,   -1,   18,   57,    8
  260,20161218,   13,   17,  159,    0,    0,    1,   62,    8
  260,20161219,   45,   58,  262,    0,    0,    2,   60,    5
  260,20161220,   53,   69,  311,    0,    0,    2,   56,    3
  260,20161221,    3,    4,  185,   40,   24,   47,   75,    7
  260,20161222,    0,    0,   98,   35,   15,   31,   58,    7
  260,20161223,   13,   17,  143,   20,    8,    8,   76,    8
  260,20161224,   10,   13,  192,   17,   10,   61,   65,    8
  260,20161225,    0,    0,   45,    9,    5,   57,   70,    8
  260,20161226,   46,   60,  285,    7,   19,   50,   77,    4
  260,20161227,   55,   71,  293,   18,   11,   57,   67,    5
  260,20161228,    0,    0,  116,    0,    0,    1,   59,    6
  260,20161229,    0,    0,  144,    0,   -1,    0,    9,    8
  260,20161230,    6,    8,  169,    0,   -1,    2,   33,    8
  260,20161231,    0,    0,   83,    5,    2,    1,   16,    8
  260,20170101,    0,    0,   56,   50,   19,    3,   34,    8
  260,20170102,   43,   55,  320,   10,    5,   25,   77,    5
  260,20170103,    5,    6,  117,    6,    7,   61,   75,    7
  260,20170104,   33,   42,  274,   11,   18,   57,   75,    6
  260,20170105,   58,   73,  378,    0,   -1,   65,   82,    3
  260,20170106,   62,   78,  392,    0,    0,   65,   76,    8
  260,20170107,    0,    0,   61,   94,   52,    1,   56,    8
  260,20170108,    0,    0,  121,    0,    0,    2,   70,    8
  260,20170109,    0,    0,   62,   41,   48,    2,   58,    8
  260,20170110,   10,   12,  192,   48,   38,   47,   70,    7
  260,20170111,   28,   35,  254,   16,    5,   46,   71,    7
  260,20170112,   14,   17,  222,   80,  143,    9,   70,    8
  260,20170113,   32,   39,  332,   54,   96,    9,   81,    7
  260,20170114,   23,   28,  194,   36,   51,   49,   75,    6
  260,20170115,   33,   40,  292,    0,    0,   50,   75,    7
  260,20170116,   18,   22,  275,    0,   -1,    4,   62,    7
  260,20170117,   36,   43,  362,    0,    0,    3,   58,    7
  260,20170118,   18,   22,  214,    0,   -1,    6,   33,    7
  260,20170119,   67,   80,  570,    0,    0,   28,   68,    3
  260,20170120,   71,   84,  456,    0,    0,   56,   83,    4
  260,20170121,   75,   88,  503,    0,    0,   39,   79,    3
  260,20170122,   75,   88,  637,    0,    0,   33,   62,    4
  260,20170123,    2,    2,  180,    0,   -1,    1,   56,    8
  260,20170124,    0,    0,  152,    4,    3,    1,   31,    8
  260,20170125,    0,    0,  162,    0,    0,   22,   57,    6
  260,20170126,   65,   74,  480,    0,    0,   57,   64,    0
  260,20170127,   57,   65,  429,    0,    0,   56,   69,    5
  260,20170128,   16,   18,  329,    0,   -1,   62,   77,    8
  260,20170129,    5,    6,  198,   42,   36,   56,   70,    8
  260,20170130,    0,    0,  109,   80,   65,   20,   70,    8
  260,20170131,    8,    9,  267,    0,    0,   56,   72,    8
  260,20170201,    0,    0,  216,   30,   12,   43,   73,    8
  260,20170202,   31,   34,  482,   18,   10,   47,   75,    8
  260,20170203,   15,   16,  345,    3,    1,   61,   75,    7
  260,20170204,    2,    2,  262,   89,   83,   18,   75,    7
  260,20170205,   41,   44,  492,    0,   -1,    2,   63,    8
  260,20170206,    0,    0,  205,    0,    0,   31,   62,    8
  260,20170207,    0,    0,  123,  104,   25,   21,   57,    8
  260,20170208,    0,    0,   87,    7,    2,   21,   56,    8
  260,20170209,    0,    0,  142,    0,   -1,   38,   56,    8
  260,20170210,    0,    0,  149,   14,    2,   20,   56,    8
  260,20170211,    0,    0,  203,   71,   45,    6,   40,    8
  260,20170212,   45,   46,  538,    7,    3,   25,   56,    5
  260,20170213,   87,   89,  820,    0,    0,   40,   62,    0
  260,20170214,   87,   88,  826,    0,    0,   58,   64,    0
  260,20170215,   75,   76,  756,    0,   -1,   59,   70,    2
  260,20170216,    7,    7,  277,    2,    5,   11,   70,    7
  260,20170217,    2,    2,  297,   12,    6,   23,   65,    8
  260,20170218,   49,   48,  657,    0,    0,    2,   65,    6
  260,20170219,    4,    4,  225,    8,    6,   20,   64,    7
  260,20170220,    0,    0,  156,   57,   53,   23,   70,    8
  260,20170221,   54,   52,  720,   13,    3,   50,   80,    8
  260,20170222,    0,    0,  111,  128,  175,   50,   65,    8
  260,20170223,    2,    2,  163,  153,  145,   34,   76,    8
  260,20170224,   68,   65,  825,    5,    6,   56,   81,    4
  260,20170225,    5,    5,  336,   21,    7,   58,   80,    8
  260,20170226,    0,    0,  173,   28,   21,   38,   75,    8
  260,20170227,    3,    3,  199,   41,  138,   50,   80,    8
  260,20170228,   21,   19,  461,   35,   28,   59,   75,    7
  260,20170301,   38,   35,  641,   58,   35,   36,   83,    8
  260,20170302,   11,   10,  323,   50,   84,   41,   80,    7
  260,20170303,   14,   13,  433,   15,   11,   62,   80,    8
  260,20170304,    6,    5,  494,   37,   61,   34,   75,    8
  260,20170305,   42,   38,  741,   40,   38,   61,   80,    7
  260,20170306,   43,   38,  731,   22,   23,   49,   80,    7
  260,20170307,   16,   14,  493,    1,    1,   41,   75,    8
  260,20170308,    2,    2,  151,   86,  137,    4,   65,    7
  260,20170309,   45,   40,  681,    4,    1,    1,   82,    6
  260,20170310,   80,   70, 1202,    0,    0,    2,   82,    5
  260,20170311,   64,   56,  886,    0,    0,   65,   80,    8
  260,20170312,   98,   85, 1356,    0,    0,   65,   83,    8
  260,20170313,   81,   70, 1111,    0,    0,   58,   75,    7
  260,20170314,   45,   38,  998,    0,    0,   50,   67,    8
  260,20170315,   84,   71, 1358,    0,    0,   56,   73,    5
  260,20170316,  109,   92, 1424,    0,    0,   50,   72,    4
  260,20170317,   42,   35,  891,   36,   57,   44,   81,    8
  260,20170318,    1,    1,  262,   80,   62,   33,   70,    8
  260,20170319,    7,    6,  316,   10,    2,   26,   75,    8
  260,20170320,    0,    0,  238,   98,   94,   30,   70,    8
  260,20170321,   88,   72, 1370,    0,   -1,   63,   82,    7
  260,20170322,   85,   69, 1441,    0,    0,   70,   83,    5
  260,20170323,  109,   88, 1618,    0,    0,   60,   81,    4
  260,20170324,  110,   89, 1677,    0,    0,   50,   83,    6
  260,20170325,  105,   84, 1649,    0,    0,   67,   83,    7
  260,20170326,   73,   58, 1382,    0,    0,   60,   77,    8
  260,20170327,  115,   91, 1798,    0,    0,   56,   82,    4
  260,20170328,  114,   90, 1701,    1,    1,   61,   79,    4
  260,20170329,   12,    9,  500,    0,   -1,   63,   75,    8
  260,20170330,   61,   48, 1338,    0,    0,   70,   83,    8
  260,20170331,   55,   43, 1212,    5,   14,    2,   80,    8
  260,20170401,    2,    2,  596,    0,   -1,    1,   79,    7
  260,20170402,   98,   75, 1709,    0,    0,    0,   81,    5
  260,20170403,   48,   37, 1106,    0,    0,    6,   73,    4
  260,20170404,   66,   50, 1406,    0,    0,    3,   81,    4
  260,20170405,   52,   39, 1270,    0,    0,   12,   80,    6
  260,20170406,   26,   20,  942,    0,   -1,   62,   80,    8
  260,20170407,   15,   11,  953,    0,    0,   62,   82,    8
  260,20170408,   50,   37, 1365,    0,    0,   56,   80,    4
  260,20170409,  123,   91, 2091,    0,    0,    5,   66,    0
  260,20170410,   53,   39, 1301,    0,    0,   61,   81,    7
  260,20170411,   86,   63, 1560,    0,    0,   17,   83,    7
  260,20170412,    9,    7,  616,   21,    8,   56,   77,    8
  260,20170413,   77,   56, 1538,    0,   -1,   65,   82,    6
  260,20170414,   24,   17,  807,    0,   -1,   59,   83,    8
  260,20170415,   47,   34, 1306,   40,   34,   50,   82,    7
  260,20170416,   34,   24, 1127,   31,   29,   59,   82,    8
  260,20170417,   74,   53, 1643,   54,   86,   59,   82,    5
  260,20170418,   92,   65, 1745,    0,   -1,   65,   83,    3
  260,20170419,   71,   50, 1523,    0,    0,   65,   83,    5
  260,20170420,  123,   87, 2188,    0,    0,   56,   81,    7
  260,20170421,    4,    3,  992,   16,    8,   36,   81,    8
  260,20170422,   78,   55, 1524,   20,    6,   61,   81,    7
  260,20170423,   55,   38, 1366,    1,    1,   61,   83,    7
  260,20170424,   34,   24,  958,   30,   27,   61,   83,    8
  260,20170425,   97,   67, 1824,   11,   20,   60,   82,    5
  260,20170426,   86,   59, 1821,    4,    3,    2,   83,    3
  260,20170427,  102,   70, 1905,    2,    2,    5,   83,    6
  260,20170428,   43,   29, 1324,   20,   19,   56,   83,    7
  260,20170429,   72,   49, 1829,    0,   -1,    3,   83,    3
  260,20170430,  113,   76, 2347,    0,    0,   75,   83,    6
  260,20170501,    8,    5,  872,   27,    9,   56,   83,    8
  260,20170502,   20,   13,  925,   67,   47,    6,   80,    8
  260,20170503,   24,   16,  842,   56,   35,   39,   80,    8
  260,20170504,   27,   18, 1453,    0,   -1,   58,   80,    8
  260,20170505,    3,    2,  702,    0,   -1,   56,   75,    8
  260,20170506,  112,   74, 2430,    0,    0,   29,   82,    6
  260,20170507,   23,   15, 1233,    0,    0,   47,   78,    8
  260,20170508,   64,   42, 1449,    0,   -1,   57,   82,    5
  260,20170509,   69,   45, 1791,    0,    0,   27,   82,    6
  260,20170510,   95,   62, 2393,    0,    0,    3,   81,    3
  260,20170511,  119,   77, 2408,    8,    3,   65,   83,    5
  260,20170512,   27,   17, 1248,   34,  125,    3,   82,    8
  260,20170513,   21,   13, 1250,   22,  100,    2,   76,    6
  260,20170514,   90,   58, 1792,    6,   19,    7,   83,    4
